transaction_id,timestamp,account_id,merchant,category,amount,country,channel
T004303,2025-02-12 18:14:00,A0071,BestBuy,Electronics,96.47,GB,in_store
T002544,2025-05-10 09:04:00,A0056,Shell,Fuel,183.26,US,atm
T004240,2025-01-05 20:39:00,A0156,Shell,Fuel,314.46,US,in_store
T005023,2025-03-14 02:07:00,A0144,Target,Retail,574.41,US,online
T003945,2025-01-07 11:05:00,A0034,Apple,Electronics,188.28,DE,in_store
T002282,2025-02-15 19:24:00,A0100,Amazon,Retail,124.4,US,atm
T004501,2025-01-06 19:25:00,A0098,BestBuy,Electronics,356.39,US,atm
T000225,2025-05-19 20:47:00,A0130,Costco,Retail,19.91,US,in_store
T000726,2025-05-13 15:46:00,A0162,Netflix,Subscription,315.21,US,atm
T001411,2025-04-22 09:40:00,A0152,BestBuy,Electronics,164.58,US,online
T002886,2025-02-21 19:19:00,A0122,Costco,Retail,37.64,DE,online
T000427,2025-02-06 16:40:00,A0126,Uber,Travel,252.99,US,mobile
T003305,2025-03-08 07:32:00,A0117,BestBuy,Electronics,96.13,US,online
T004995,2025-05-20 08:04:00,A0009,Shell,Fuel,167.69,US,atm
T000198,2025-04-19 14:38:00,A0114,Target,Retail,168.6,US,online
T002323,2025-01-25 10:54:00,A0032,Apple,Electronics,92.28,US,in_store
T002535,2025-03-25 13:06:00,A0195,Target,Retail,384.49,US,online
T004925,2025-03-29 16:36:00,A0146,Netflix,Subscription,390.62,US,atm
T005062,2025-03-28 22:10:00,A0167,Marriott,Travel,260.58,US,online
T004898,2025-01-21 18:00:00,A0113,Apple,Electronics,76.89,US,in_store
T000071,2025-03-27 08:52:00,A0132,Shell,Fuel,270.75,US,in_store
T001450,2025-01-31 11:19:00,A0139,Target,Retail,120.95,US,online
T004213,2025-02-15 21:59:00,A0108,Walmart,Retail,328.47,US,in_store
T004188,2025-02-16 18:09:00,A0148,BestBuy,Electronics,395.19,US,online
T004341,2025-02-07 07:02:00,A0041,Marriott,Travel,266.1,US,atm
T004531,2025-01-28 16:27:00,A0185,Target,Retail,245.68,US,in_store
T002833,2025-03-12 20:28:00,A0027,Marriott,Travel,59.32,US,in_store
T001849,2025-01-08 20:45:00,A0147,Target,Retail,398.91,US,mobile
T004326,2025-03-27 21:41:00,A0022,Netflix,Subscription,148.17,US,online
T003988,2025-03-30 14:46:00,A0074,Delta Airlines,Travel,188.14,US,atm
T000351,2025-01-26 19:46:00,A0120,Target,Retail,305.84,US,in_store
T002765,2025-03-16 17:02:00,A0047,Delta Airlines,Travel,370.86,US,atm
T002176,2025-05-30 17:55:00,A0040,Target,Retail,254.25,US,online
T000573,2025-01-05 10:14:00,A0104,BestBuy,Electronics,394.03,US,online
T003006,2025-03-30 09:46:00,A0064,Netflix,Subscription,386.71,US,in_store
T000527,2025-05-27 21:33:00,A0129,Delta Airlines,Travel,272.63,US,in_store
T004444,2025-02-24 13:58:00,A0022,Target,Retail,79.09,US,atm
T002862,2025-04-03 12:32:00,A0119,Netflix,Subscription,388.75,US,mobile
T000735,2025-04-24 19:55:00,A0070,Netflix,Subscription,300.42,US,mobile
T003245,2025-03-24 20:48:00,A0140,Apple,Electronics,40.69,US,atm
T000667,2025-01-11 17:13:00,A0060,Costco,Retail,363.55,US,mobile
T000024,2025-03-03 21:36:00,A0015,Walmart,Retail,38.83,US,online
T001120,2025-04-26 21:15:00,A0159,Netflix,Subscription,235.25,US,mobile
T000487,2025-04-29 07:10:00,A0011,Delta Airlines,Travel,176.1,CA,mobile
T002804,2025-05-03 18:42:00,A0110,Target,Retail,127.69,US,atm
T002636,2025-01-07 17:31:00,A0094,Costco,Retail,108.83,US,atm
T000850,2025-03-31 07:09:00,A0168,Amazon,Retail,268.46,US,atm
T001443,2025-03-03 08:10:00,A0020,Delta Airlines,Travel,27.68,MX,atm
T003380,2025-05-04 14:49:00,A0065,Walmart,Retail,216.51,US,atm
T004039,2025-02-11 21:52:00,A0039,Uber,Travel,378.27,US,mobile
T000774,2025-03-24 08:06:00,A0105,Costco,Retail,265.26,US,in_store
T000935,2025-01-20 17:29:00,A0120,Uber,Travel,308.9,US,atm
T002084,2025-02-13 07:35:00,A0017,Target,Retail,225.8,US,atm
T003371,2025-05-23 13:02:00,A0196,BestBuy,Electronics,46.46,US,mobile
T003326,2025-04-16 07:28:00,A0106,Netflix,Subscription,153.15,US,atm
T002269,2025-03-06 14:07:00,A0018,Apple,Electronics,378.23,US,mobile
T002437,2025-05-21 19:34:00,A0195,Walmart,Retail,325.57,US,atm
T001952,2025-01-17 12:14:00,A0172,Uber,Travel,86.54,US,atm
T004200,2025-02-13 16:29:00,A0025,Netflix,Subscription,333.96,US,in_store
T003591,2025-02-08 21:40:00,A0083,Costco,Retail,190.68,US,mobile
T005006,2025-03-23 18:00:00,A0179,Apple,Electronics,10000,US,online
T002198,2025-01-16 12:06:00,A0125,Walmart,Retail,381.42,US,mobile
T001609,2025-04-02 10:04:00,A0048,Shell,Fuel,264.5,US,in_store
T003663,2025-01-25 17:51:00,A0055,Netflix,Subscription,279.29,US,online
T003307,2025-04-22 11:02:00,A0022,Amazon,Retail,164.45,DE,in_store
T000013,2025-01-09 19:20:00,A0059,Apple,Electronics,110.76,US,atm
T002987,2025-05-20 16:12:00,A0167,Shell,Fuel,318.09,US,mobile
T002828,2025-01-14 20:34:00,A0110,Shell,Fuel,328.68,US,online
T004570,2025-05-04 10:17:00,A0006,Netflix,Subscription,103.18,US,in_store
T003447,2025-05-07 12:48:00,A0192,Apple,Electronics,339.36,US,in_store
T002726,2025-01-22 10:32:00,A0119,Amazon,Retail,166.39,US,in_store
T000962,2025-05-05 08:00:00,A0005,Amazon,Retail,75.87,US,atm
T002224,2025-04-13 15:03:00,A0127,Costco,Retail,169.46,US,in_store
T000709,2025-01-18 13:40:00,A0067,Shell,Fuel,272.38,US,atm
T000117,2025-05-26 16:03:00,A0079,Delta Airlines,Travel,384.24,US,in_store
T001475,2025-01-29 08:42:00,A0078,Amazon,Retail,274.77,DE,in_store
T000958,2025-01-31 17:36:00,A0084,Costco,Retail,59.25,US,online
T004861,2025-02-07 17:54:00,A0040,Apple,Electronics,109.56,US,mobile
T001772,2025-03-18 14:21:00,A0060,Amazon,Retail,227.83,US,mobile
T000511,2025-03-09 10:15:00,A0003,BestBuy,Electronics,31.78,US,online
T000653,2025-03-02 08:18:00,A0033,Delta Airlines,Travel,32.57,US,atm
T001765,2025-02-03 15:55:00,A0019,Costco,Retail,367.86,US,atm
T004664,2025-05-13 11:42:00,A0060,Delta Airlines,Travel,293.51,US,atm
T001744,2025-01-30 17:02:00,A0060,Starbucks,Food,275.35,US,atm
T003175,2025-05-14 08:49:00,A0092,Shell,Fuel,5.22,US,in_store
T002026,2025-02-03 12:27:00,A0195,Netflix,Subscription,266.17,US,online
T001215,2025-02-01 17:35:00,A0144,Walmart,Retail,81.01,US,online
T001185,2025-04-24 09:49:00,A0008,Amazon,Retail,288.46,US,online
T002392,2025-01-16 16:56:00,A0021,Walmart,Retail,63.33,US,in_store
T001594,2025-02-06 11:16:00,A0028,Starbucks,Food,41.65,US,atm
T004650,2025-02-17 20:40:00,A0023,Apple,Electronics,385.57,US,online
T004535,2025-02-11 16:58:00,A0130,Walmart,Retail,140.75,US,atm
T000145,2025-02-09 08:30:00,A0168,Uber,Travel,138.73,US,mobile
T002308,2025-02-05 19:49:00,A0197,BestBuy,Electronics,121.53,US,atm
T001186,2025-03-28 12:25:00,A0022,Starbucks,Food,176.46,US,online
T000753,2025-03-14 11:08:00,A0027,BestBuy,Electronics,178.17,US,in_store
T002122,2025-04-25 09:42:00,A0011,BestBuy,Electronics,93.07,US,online
T002217,2025-02-11 16:08:00,A0073,Netflix,Subscription,382.66,US,online
T001068,2025-04-10 14:48:00,A0184,Walmart,Retail,229.7,US,mobile
T000162,2025-03-07 21:52:00,A0043,Target,Retail,387.12,US,atm
T005028,2025-04-17 10:00:00,A0036,Marriott,Travel,464.85,US,online
T003862,2025-02-20 16:49:00,A0102,Uber,Travel,314.28,US,mobile
T000936,2025-02-11 19:04:00,A0066,Uber,Travel,311.96,US,mobile
T000722,2025-02-17 14:27:00,A0094,Shell,Fuel,170.54,CA,atm
T000476,2025-02-03 10:18:00,A0112,Uber,Travel,341.11,US,atm
T001853,2025-01-25 20:34:00,A0081,Uber,Travel,393.44,US,online
T004333,2025-04-18 08:58:00,A0006,BestBuy,Electronics,300.54,US,mobile
T004659,2025-05-05 19:55:00,A0114,Shell,Fuel,263.27,US,atm
T004621,2025-02-19 12:06:00,A0178,Costco,Retail,244.23,US,in_store
T004145,2025-02-02 13:57:00,A0155,Netflix,Subscription,324.51,US,in_store
T002554,2025-01-11 08:15:00,A0075,Uber,Travel,359.06,US,mobile
T004818,2025-04-20 21:53:00,A0166,Uber,Travel,178.78,US,atm
T004016,2025-01-17 14:55:00,A0106,Amazon,Retail,289.17,US,atm
T002690,2025-01-05 11:19:00,A0052,Shell,Fuel,369.41,US,online
T002132,2025-04-23 07:55:00,A0086,Target,Retail,32.41,US,atm
T003192,2025-03-15 17:50:00,A0139,Netflix,Subscription,152.08,US,mobile
T003766,2025-04-18 14:20:00,A0012,Target,Retail,206.86,US,in_store
T004666,2025-03-01 12:15:00,A0055,Amazon,Retail,351.19,CA,online
T004336,2025-05-09 21:08:00,A0107,Starbucks,Food,276.37,US,mobile
T001284,2025-05-11 12:31:00,A0193,Costco,Retail,188.39,US,atm
T001374,2025-01-28 20:40:00,A0161,Starbucks,Food,36.52,US,mobile
T001908,2025-01-30 19:12:00,A0111,Delta Airlines,Travel,108.09,US,in_store
T004125,2025-04-17 09:30:00,A0196,Starbucks,Food,219.81,US,mobile
T004235,2025-01-19 07:41:00,A0020,Shell,Fuel,130.73,US,atm
T001755,2025-02-01 20:56:00,A0138,Costco,Retail,320.29,US,mobile
T003130,2025-05-30 08:33:00,A0027,Netflix,Subscription,108.55,US,online
T005034,2025-04-17 10:06:00,A0036,Target,Retail,785.05,US,online
T002281,2025-02-09 20:04:00,A0029,Shell,Fuel,195.45,US,online
T001130,2025-04-23 07:12:00,A0143,Starbucks,Food,26.55,US,online
T000212,2025-03-22 09:28:00,A0161,Walmart,Retail,190.22,US,atm
T001347,2025-02-26 16:55:00,A0176,Apple,Electronics,210.98,US,mobile
T001138,2025-01-02 12:02:00,A0153,Marriott,Travel,250.83,US,atm
T003450,2025-01-09 11:16:00,A0061,Costco,Retail,231.11,US,in_store
T002385,2025-05-30 08:02:00,A0010,Delta Airlines,Travel,5.08,US,in_store
T002117,2025-01-30 21:18:00,A0177,Amazon,Retail,362.24,US,atm
T000654,2025-04-26 12:39:00,A0125,Marriott,Travel,125.74,US,in_store
T001129,2025-03-22 13:57:00,A0133,Starbucks,Food,129.64,US,in_store
T003926,2025-01-06 15:48:00,A0179,Uber,Travel,78.7,DE,online
T000480,2025-03-19 20:45:00,A0041,BestBuy,Electronics,243.3,US,atm
T001461,2025-04-13 15:46:00,A0084,BestBuy,Electronics,338.01,US,in_store
T004894,2025-05-14 13:18:00,A0098,Starbucks,Food,316.12,MX,mobile
T004368,2025-02-26 14:17:00,A0142,BestBuy,Electronics,115.89,US,mobile
T002262,2025-01-27 16:00:00,A0134,Uber,Travel,374.13,US,in_store
T004040,2025-04-04 10:49:00,A0175,Target,Retail,251.54,US,in_store
T002802,2025-03-30 10:59:00,A0155,Amazon,Retail,8.62,US,mobile
T004557,2025-05-18 17:15:00,A0148,Marriott,Travel,305.98,US,mobile
T002014,2025-03-17 12:39:00,A0190,Apple,Electronics,330.18,US,in_store
T003627,2025-01-31 16:44:00,A0011,Delta Airlines,Travel,41.6,CA,atm
T003827,2025-03-27 21:44:00,A0166,Amazon,Retail,271.74,US,in_store
T002140,2025-03-15 17:46:00,A0037,Starbucks,Food,385.4,US,atm
T003756,2025-04-14 20:35:00,A0043,Shell,Fuel,204.68,US,mobile
T003508,2025-05-07 16:39:00,A0023,Delta Airlines,Travel,79.57,US,in_store
T001987,2025-04-25 18:56:00,A0093,Shell,Fuel,77.74,US,in_store
T004159,2025-01-20 21:15:00,A0012,Costco,Retail,267.69,US,in_store
T003452,2025-04-02 08:02:00,A0063,Starbucks,Food,324.79,US,atm
T000133,2025-03-10 15:08:00,A0053,Uber,Travel,178.06,US,mobile
T005029,2025-04-17 10:01:00,A0036,BestBuy,Electronics,519.44,US,online
T004770,2025-01-12 14:25:00,A0029,Delta Airlines,Travel,362.72,US,mobile
T002216,2025-03-22 08:59:00,A0195,Uber,Travel,185.1,US,mobile
T001740,2025-01-05 14:00:00,A0119,Target,Retail,19.62,US,mobile
T004210,2025-05-04 20:17:00,A0040,BestBuy,Electronics,91.04,US,in_store
T000706,2025-01-30 19:32:00,A0088,Uber,Travel,351.06,US,atm
T001825,2025-03-17 08:27:00,A0003,Uber,Travel,289.38,US,atm
T005061,2025-03-28 22:09:00,A0167,Starbucks,Food,852.0,US,online
T003454,2025-01-09 10:54:00,A0085,Apple,Electronics,234.45,US,atm
T000581,2025-04-15 11:10:00,A0181,Amazon,Retail,221.51,US,mobile
T004641,2025-01-03 12:58:00,A0080,Walmart,Retail,280.48,US,in_store
T001010,2025-05-20 15:21:00,A0190,Marriott,Travel,283.65,US,atm
T003263,2025-03-10 21:12:00,A0117,Amazon,Retail,258.51,US,online
T004880,2025-03-18 10:15:00,A0163,Amazon,Retail,89.21,US,in_store
T001545,2025-02-03 12:18:00,A0115,Netflix,Subscription,251.27,US,online
T001647,2025-03-27 07:11:00,A0110,Uber,Travel,353.1,US,online
T003172,2025-05-12 19:25:00,A0170,Amazon,Retail,134.03,US,online
T003488,2025-03-04 21:17:00,A0042,Walmart,Retail,118.55,US,in_store
T000039,2025-02-18 11:13:00,A0040,Amazon,Retail,233.78,US,online
T002692,2025-05-27 21:59:00,A0187,Walmart,Retail,14.02,US,in_store
T004652,2025-01-17 18:41:00,A0060,Costco,Retail,22.96,US,mobile
T001961,2025-05-03 08:28:00,A0051,Walmart,Retail,193.03,US,in_store
T000074,2025-04-13 10:09:00,A0127,Marriott,Travel,276.61,CA,online
T002881,2025-01-19 19:27:00,A0119,Delta Airlines,Travel,128.99,US,online
T002776,2025-03-24 15:32:00,A0066,Walmart,Retail,163.24,MX,online
T000494,2025-01-07 12:38:00,A0047,Shell,Fuel,16.57,MX,atm
T002931,2025-05-25 20:11:00,A0083,Walmart,Retail,72.54,DE,mobile
T004798,2025-05-18 16:51:00,A0197,Marriott,Travel,128.09,US,in_store
T001410,2025-01-25 12:30:00,A0015,Starbucks,Food,378.3,US,atm
T004596,2025-05-03 09:33:00,A0098,Amazon,Retail,9.75,US,mobile
T004889,2025-03-11 13:37:00,A0158,BestBuy,Electronics,244.26,GB,atm
T002508,2025-05-13 11:33:00,A0093,Starbucks,Food,165.05,US,online
T002386,2025-05-06 08:17:00,A0101,Delta Airlines,Travel,120.11,US,online
T001332,2025-05-12 08:52:00,A0107,Netflix,Subscription,132.46,US,in_store
T000920,2025-04-25 12:51:00,A0169,Starbucks,Food,108.19,US,in_store
T003046,2025-02-05 13:35:00,A0001,Target,Retail,161.28,US,mobile
T002188,2025-05-31 19:58:00,A0082,Netflix,Subscription,280.74,US,online
T003857,2025-05-12 17:12:00,A0101,BestBuy,Electronics,187.45,US,in_store
T000997,2025-01-17 10:57:00,A0173,Target,Retail,39.49,US,in_store
T002667,2025-04-27 09:50:00,A0171,Starbucks,Food,360.44,US,mobile
T003867,2025-01-29 09:41:00,A0171,Apple,Electronics,282.49,US,atm
T003142,2025-02-13 18:00:00,A0006,Amazon,Retail,7.13,US,in_store
T002317,2025-01-18 11:06:00,A0011,Costco,Retail,216.41,US,online
T001804,2025-05-15 08:32:00,A0006,Apple,Electronics,317.58,US,in_store
T004056,2025-02-06 14:56:00,A0054,Walmart,Retail,163.25,US,in_store
T000810,2025-05-30 21:42:00,A0097,Costco,Retail,22.18,US,online
T002256,2025-02-14 16:25:00,A0105,Netflix,Subscription,189.66,US,atm
T000874,2025-03-25 09:49:00,A0199,Walmart,Retail,329.74,US,in_store
T002993,2025-02-15 13:56:00,A0190,Costco,Retail,320.02,US,atm
T001311,2025-02-21 15:45:00,A0151,Marriott,Travel,186.29,US,online
T004012,2025-05-15 18:35:00,A0104,Marriott,Travel,282.8,US,online
T001097,2025-01-28 09:13:00,A0037,Uber,Travel,178.59,US,online
T002384,2025-05-27 08:02:00,A0171,Starbucks,Food,357.69,US,online
T004399,2025-01-26 13:58:00,A0173,Uber,Travel,249.87,US,in_store
T002843,2025-04-09 19:05:00,A0096,Uber,Travel,29.38,CA,in_store
T002177,2025-02-01 07:45:00,A0157,Starbucks,Food,83.81,MX,online
T001300,2025-05-28 20:08:00,A0036,Uber,Travel,377.62,US,mobile
T002521,2025-04-29 20:02:00,A0022,Apple,Electronics,120.19,US,mobile
T000406,2025-01-27 19:55:00,A0148,Costco,Retail,78.85,US,in_store
T002239,2025-05-11 07:19:00,A0056,Amazon,Retail,90.49,US,atm
T001268,2025-02-21 17:58:00,A0051,Shell,Fuel,315.18,US,in_store
T002312,2025-03-29 09:16:00,A0138,Delta Airlines,Travel,33.46,US,mobile
T005026,2025-03-14 02:10:00,A0144,Walmart,Retail,895.48,US,online
T000637,2025-02-12 19:34:00,A0025,Costco,Retail,7.9,US,in_store
T000061,2025-05-11 13:43:00,A0090,Costco,Retail,135.8,US,online
T002578,2025-02-27 07:00:00,A0193,Marriott,Travel,341.62,US,mobile
T003657,2025-02-09 19:26:00,A0115,Apple,Electronics,11.33,US,atm
T002943,2025-04-07 16:09:00,A0141,Costco,Retail,363.9,US,in_store
T003730,2025-01-04 16:20:00,A0131,Target,Retail,257.89,US,atm
T000081,2025-02-09 18:13:00,A0178,Walmart,Retail,168.87,US,mobile
T002494,2025-05-20 21:04:00,A0131,Shell,Fuel,217.91,US,atm
T000904,2025-02-14 14:08:00,A0170,Shell,Fuel,224.39,US,mobile
T000869,2025-04-10 09:38:00,A0147,Walmart,Retail,346.51,CA,atm
T001100,2025-01-06 17:57:00,A0079,Delta Airlines,Travel,18.75,DE,online
T004466,2025-05-11 14:23:00,A0141,Uber,Travel,208.19,US,in_store
T002958,2025-03-18 13:55:00,A0121,Delta Airlines,Travel,21.15,US,in_store
T001918,2025-05-16 12:19:00,A0054,Uber,Travel,301.59,US,mobile
T003139,2025-05-01 20:39:00,A0024,Target,Retail,65.6,GB,mobile
T002097,2025-01-16 17:23:00,A0143,Walmart,Retail,71.56,US,online
T002575,2025-02-18 19:33:00,A0197,Netflix,Subscription,230.75,CA,online
T003031,2025-05-26 21:42:00,A0005,Walmart,Retail,232.61,US,in_store
T003906,2025-04-16 13:34:00,A0001,Delta Airlines,Travel,28.3,US,online
T004515,2025-02-14 16:52:00,A0105,Walmart,Retail,192.19,US,mobile
T002771,2025-02-05 11:25:00,A0112,Target,Retail,64.78,CA,mobile
T004376,2025-04-14 14:33:00,A0029,Delta Airlines,Travel,173.57,CA,online
T000498,2025-01-08 18:44:00,A0152,Netflix,Subscription,379.29,US,in_store
T003666,2025-02-01 15:15:00,A0100,Shell,Fuel,353.04,US,mobile
T003406,2025-01-16 20:32:00,A0053,Target,Retail,53.39,US,atm
T001708,2025-03-15 08:34:00,A0041,Delta Airlines,Travel,100.35,US,atm
T000977,2025-02-04 08:54:00,A0072,Target,Retail,186.14,US,atm
T003886,2025-04-29 17:55:00,A0078,Amazon,Retail,68.82,US,online
T004723,2025-01-18 13:43:00,A0065,BestBuy,Electronics,68.27,US,mobile
T003014,2025-05-22 10:57:00,A0166,Costco,Retail,272.72,US,in_store
T004405,2025-03-10 19:39:00,A0150,Amazon,Retail,197.32,US,in_store
T001505,2025-02-09 10:03:00,A0123,Costco,Retail,278.36,US,online
T002233,2025-04-06 15:24:00,A0143,Starbucks,Food,334.75,CA,atm
T000303,2025-04-24 17:16:00,A0089,BestBuy,Electronics,194.24,US,atm
T004882,2025-04-27 20:55:00,A0077,Netflix,Subscription,170.26,US,online
T003210,2025-02-14 14:34:00,A0091,Target,Retail,82.54,US,mobile
T001899,2025-01-13 21:38:00,A0094,Marriott,Travel,150.87,US,atm
T001465,2025-02-09 18:32:00,A0159,Starbucks,Food,103.54,DE,online
T002632,2025-03-08 08:43:00,A0043,Marriott,Travel,366.82,US,atm
T002104,2025-05-21 20:24:00,A0169,Target,Retail,377.88,US,online
T002488,2025-02-10 20:38:00,A0116,Costco,Retail,265.9,US,mobile
T000594,2025-03-28 15:33:00,A0172,BestBuy,Electronics,281.73,US,mobile
T003362,2025-04-18 15:01:00,A0151,Apple,Electronics,165.03,MX,online
T001873,2025-01-06 14:51:00,A0193,Delta Airlines,Travel,185.3,US,mobile
T002755,2025-04-23 15:23:00,A0147,Target,Retail,373.34,US,in_store
T001093,2025-03-18 20:04:00,A0155,Apple,Electronics,359.23,US,online
T004215,2025-03-08 08:52:00,A0092,Shell,Fuel,290.71,US,atm
T002533,2025-02-25 09:25:00,A0127,Marriott,Travel,132.59,US,online
T004463,2025-01-03 14:17:00,A0119,Starbucks,Food,51.56,US,in_store
T004977,2025-05-03 18:17:00,A0189,Walmart,Retail,160.19,US,online
T003321,2025-05-31 15:17:00,A0153,Marriott,Travel,91.55,US,online
T004480,2025-03-01 20:05:00,A0174,Marriott,Travel,306.21,GB,in_store
T000645,2025-01-08 14:10:00,A0102,Costco,Retail,91.85,MX,mobile
T003661,2025-02-03 09:16:00,A0096,Uber,Travel,34.65,US,atm
T004319,2025-03-30 19:39:00,A0118,Starbucks,Food,89.98,US,online
T000391,2025-03-06 17:09:00,A0062,BestBuy,Electronics,172.14,US,online
T000202,2025-04-21 09:08:00,A0192,Apple,Electronics,215.37,US,atm
T000195,2025-01-08 08:47:00,A0037,Costco,Retail,89.98,US,mobile
T003909,2025-02-07 09:11:00,A0142,Costco,Retail,66.23,US,atm
T003999,2025-02-22 13:00:00,A0179,Netflix,Subscription,257.85,US,atm
T001147,2025-05-15 17:41:00,A0127,Costco,Retail,38.17,US,mobile
T000233,2025-01-24 21:14:00,A0112,Target,Retail,354.43,US,mobile
T001474,2025-01-26 13:11:00,A0072,Uber,Travel,379.59,US,atm
T000307,2025-05-02 14:41:00,A0105,Shell,Fuel,303.58,US,atm
T001630,2025-04-09 10:31:00,A0120,Walmart,Retail,139.48,US,atm
T002589,2025-03-09 07:25:00,A0197,Costco,Retail,271.48,US,online
T000642,2025-03-22 07:24:00,A0111,Marriott,Travel,51.73,US,online
T003108,2025-02-26 15:29:00,A0064,Starbucks,Food,69.6,US,atm
T003079,2025-03-13 13:48:00,A0146,Delta Airlines,Travel,383.91,US,online
T003882,2025-01-20 13:03:00,A0051,BestBuy,Electronics,193.83,US,online
T004166,2025-04-08 16:00:00,A0063,Target,Retail,300.89,US,atm
T005086,2025-05-29 10:00:00,A0193,Target,Retail,91.06,US,online
T000640,2025-01-23 08:03:00,A0010,Starbucks,Food,318.71,US,online
T004313,2025-02-22 21:23:00,A0024,Walmart,Retail,204.67,US,online
T002961,2025-05-05 07:32:00,A0108,Amazon,Retail,149.92,US,atm
T003158,2025-05-17 17:15:00,A0149,Costco,Retail,278.65,US,mobile
T005016,2025-03-14 02:00:00,A0144,Uber,Travel,689.2,US,online
T004450,2025-01-01 15:30:00,A0051,Apple,Electronics,368.45,US,mobile
T000937,2025-01-16 11:52:00,A0086,Uber,Travel,75.28,US,mobile
T000790,2025-02-09 09:16:00,A0092,Netflix,Subscription,356.4,US,in_store
T001966,2025-05-24 15:19:00,A0071,Marriott,Travel,178.82,CA,in_store
T005096,2025-03-30 01:00:00,A0105,Uber,Travel,1067.18,CN,online
T004660,2025-02-20 19:12:00,A0153,Amazon,Retail,180.44,US,online
T004390,2025-04-24 18:40:00,A0105,Marriott,Travel,65.66,US,atm
T003416,2025-02-02 10:57:00,A0155,Costco,Retail,175.34,US,mobile
T003053,2025-04-30 18:00:00,A0152,Starbucks,Food,150.36,US,in_store
T002946,2025-02-24 16:18:00,A0142,Costco,Retail,55.35,US,in_store
T004014,2025-01-22 16:36:00,A0029,Target,Retail,331.51,US,mobile
T001111,2025-02-14 17:37:00,A0067,Netflix,Subscription,320.81,US,online
T001416,2025-02-16 13:30:00,A0152,Marriott,Travel,282.58,US,in_store
T003964,2025-02-03 10:04:00,A0040,Marriott,Travel,49.98,US,mobile
T001114,2025-02-20 11:44:00,A0119,Starbucks,Food,24.66,US,mobile
T004608,2025-02-24 10:49:00,A0085,Target,Retail,282.88,US,in_store
T002131,2025-04-08 09:18:00,A0101,Costco,Retail,30.14,US,in_store
T003151,2025-01-20 10:09:00,A0001,Marriott,Travel,204.81,US,in_store
T000826,2025-02-18 08:08:00,A0039,Starbucks,Food,15.35,US,atm
T003816,2025-02-04 20:44:00,A0017,Amazon,Retail,119.36,US,atm
T002620,2025-04-26 11:24:00,A0007,Walmart,Retail,385.59,US,mobile
T001836,2025-05-14 16:41:00,A0033,Apple,Electronics,135.41,DE,atm
T003503,2025-03-31 11:57:00,A0100,Uber,Travel,50.94,MX,in_store
T004072,2025-01-26 15:31:00,A0123,Target,Retail,162.26,US,in_store
T004347,2025-03-29 07:45:00,A0103,Delta Airlines,Travel,14.2,US,atm
T004628,2025-02-25 16:08:00,A0047,Target,Retail,213.25,US,atm
T001438,2025-02-02 11:00:00,A0123,Marriott,Travel,207.86,US,in_store
T000620,2025-03-06 09:53:00,A0074,Amazon,Retail,277.78,US,in_store
T004104,2025-05-15 14:00:00,A0094,Costco,Retail,360.93,US,in_store
T001037,2025-04-28 21:04:00,A0107,Walmart,Retail,328.44,US,mobile
T001269,2025-05-02 18:44:00,A0171,Target,Retail,241.91,US,atm
T001954,2025-05-15 21:14:00,A0192,BestBuy,Electronics,85.0,US,online
T004837,2025-01-22 17:03:00,A0106,Netflix,Subscription,389.91,US,online
T005098,2025-04-12 03:00:00,A0121,Walmart,Retail,909.28,CN,online
T002025,2025-03-19 12:45:00,A0048,Target,Retail,269.0,US,atm
T000923,2025-02-12 10:36:00,A0186,BestBuy,Electronics,337.52,US,atm
T002637,2025-03-24 19:31:00,A0005,Marriott,Travel,118.49,US,in_store
T000063,2025-03-22 13:38:00,A0187,Costco,Retail,50.68,US,in_store
T001456,2025-03-18 12:27:00,A0096,Starbucks,Food,216.89,US,online
T001681,2025-02-22 08:30:00,A0064,Amazon,Retail,333.93,US,mobile
T004478,2025-04-14 14:29:00,A0196,Marriott,Travel,177.06,US,online
T001698,2025-03-06 08:02:00,A0016,BestBuy,Electronics,33.79,GB,atm
T004434,2025-01-03 17:03:00,A0051,Target,Retail,271.05,US,atm
T002412,2025-05-29 10:34:00,A0128,Marriott,Travel,223.18,MX,online
T000316,2025-03-24 21:15:00,A0123,Amazon,Retail,108.01,US,mobile
T000659,2025-02-05 21:34:00,A0072,Shell,Fuel,108.98,US,online
T000845,2025-04-25 11:40:00,A0187,Starbucks,Food,51.43,US,in_store
T004602,2025-03-08 13:30:00,A0021,Uber,Travel,227.9,US,mobile
T004677,2025-02-04 12:01:00,A0100,Apple,Electronics,280.51,US,in_store
T002265,2025-01-28 10:40:00,A0177,Marriott,Travel,184.19,US,in_store
T002078,2025-05-28 21:57:00,A0161,Apple,Electronics,299.98,US,atm
T001189,2025-01-03 20:17:00,A0089,Costco,Retail,246.11,US,mobile
T001947,2025-02-02 09:38:00,A0040,Uber,Travel,344.36,US,in_store
T001191,2025-03-30 21:51:00,A0179,Marriott,Travel,164.78,US,atm
T001183,2025-03-04 09:48:00,A0093,Costco,Retail,171.58,US,in_store
T000813,2025-01-05 11:55:00,A0028,Marriott,Travel,157.68,US,online
T002110,2025-03-24 15:30:00,A0027,Delta Airlines,Travel,158.58,US,atm
T003763,2025-05-31 09:14:00,A0117,Target,Retail,312.84,US,in_store
T004779,2025-04-10 08:56:00,A0120,Marriott,Travel,256.54,US,atm
